subject,trial,repeat,choice,rt,item_value_0,cumulative_gaze_0,stimulus_0,item_value_1,cumulative_gaze_1,stimulus_1,item_value_2,cumulative_gaze_2,stimulus_2,item_value_3,cumulative_gaze_3,stimulus_3,item_value_4,cumulative_gaze_4,stimulus_4,item_value_5,cumulative_gaze_5,stimulus_5,item_value_6,cumulative_gaze_6,stimulus_6,item_value_7,cumulative_gaze_7,stimulus_7,item_value_8,cumulative_gaze_8,stimulus_8,setsize,rt_choice_indication,best_chosen,best_seen_chosen,longest_chosen,fixation_count,refixation_count,seen_items_count,gaze_onset_0,gaze_onset_1,gaze_onset_2,gaze_onset_3,gaze_onset_4,gaze_onset_5,gaze_onset_6,gaze_onset_7,gaze_onset_8,v,gamma,zeta,s
45.0,52.0,0.0,4.0,3683.0,2.0,0.17109781968281607,nr75.png,-2.0,0.1729575785924119,nr52.png,3.0,0.0,nr39.png,-3.0,0.13576240040049534,nr125.png,2.0,0.2845431131681615,nr18.png,0.0,0.0,nr4.png,1.0,0.0,nr29.png,-3.0,0.0,nr74.png,2.0,0.0,nr97.png,9,1194.123457,0.0,1.0,0.0,4.0,0.0,4.0,690.0,456.0,1075.40821,914.0,0.0,1075.40821,1075.40821,1075.40821,1075.40821,0.000211,0.01,0.01,0.0173
45.0,58.0,0.0,8.0,2018.0,2.0,0.09394554109941504,nr12.png,3.0,0.13700391410331358,nr55.png,1.0,0.11743192637426875,nr63.png,1.0,0.06654475827875231,nr81.png,-3.0,0.28575102084405396,nr74.png,2.0,0.0,nr99.png,-3.0,0.0,nr120.png,-2.0,0.0,nr52.png,3.0,0.07111155541552942,nr1.png,9,1226.872967,1.0,1.0,0.0,6.0,0.0,6.0,721.0,1149.0,925.0,573.0,0.0,1532.8029230000002,1532.8029230000002,1532.8029230000002,1423.0,0.000211,0.01,0.01,0.0173
45.0,74.0,0.0,0.0,1458.0,1.0,0.16354646410711407,nr63.png,3.0,0.0,nr2.png,3.0,0.0,nr49.png,2.0,0.0,nr84.png,2.0,0.2895576741568577,nr95.png,1.0,0.1286922996252701,nr50.png,2.0,0.08847595599237318,nr97.png,1.0,0.0,nr48.png,-3.0,0.046919067571713054,nr72.png,9,1164.8571940000004,0.0,1.0,1.0,6.0,1.0,5.0,519.0,1491.930757,1491.930757,1491.930757,0.0,1189.0,817.0,1491.930757,1421.0,0.000211,0.01,0.01,0.0173
45.0,76.0,0.0,4.0,1439.0,-3.0,0.14062788310289948,nr102.png,-1.0,0.0855280692555646,nr10.png,2.0,0.09827504111576893,nr95.png,2.0,0.09457430734990316,nr15.png,1.0,0.19161577054371684,nr81.png,-3.0,0.0,nr120.png,3.0,0.06908036362949448,nr20.png,3.0,0.0,nr2.png,1.0,0.0855280692555646,nr29.png,9,1353.5446960000004,1.0,1.0,0.0,9.0,2.0,7.0,1936.0,490.0,748.0,1000.0,0.0,2431.95014,1266.0,2431.95014,1498.0,0.000211,0.01,0.01,0.0173
45.0,78.0,0.0,4.0,386.0,-3.0,0.15098614388423326,nr125.png,1.0,0.10913672356849467,nr62.png,-3.0,0.0,nr121.png,2.0,0.06810788012169218,nr95.png,3.0,0.2921253653412339,nr55.png,2.0,0.06072268830126772,nr28.png,-3.0,0.0,nr74.png,1.0,0.0,nr124.png,0.0,0.12144537660253545,nr3.png,9,1413.74891,1.0,1.0,1.0,8.0,2.0,6.0,1058.0,470.0,2437.309746,1468.0,0.0,2246.0,2437.309746,2437.309746,1900.0,0.000211,0.01,0.01,0.0173
45.0,79.0,0.0,0.0,1195.0,2.0,0.12714918174281872,nr84.png,2.0,0.15439543497342273,nr75.png,-2.0,0.0,nr89.png,2.0,0.06357459087140936,nr41.png,1.0,0.2421889176053689,nr21.png,3.0,0.0,nr39.png,0.0,0.089811723611991,nr54.png,-1.0,0.11302149488250553,nr14.png,-3.0,0.0,nr125.png,9,1373.241816,0.0,1.0,0.0,8.0,2.0,6.0,699.0,489.0,1981.923883,1855.0,0.0,1981.923883,1627.0,1187.0,1981.923883,0.000211,0.01,0.01,0.0173
45.0,80.0,0.0,1.0,1700.0,3.0,0.2504305575041204,nr109.png,-2.0,0.042014839669565464,nr106.png,3.0,0.0,nr39.png,2.0,0.0480959348848973,nr75.png,1.0,0.0934277355810074,nr29.png,3.0,0.1796687222711681,nr111.png,1.0,0.033722437103203856,nr8.png,2.0,0.0,nr93.png,2.0,0.12106907746887942,nr42.png,9,1235.715177,1.0,1.0,1.0,10.0,3.0,7.0,673.0,471.0,3617.7693689999996,2009.0,0.0,1587.0,1865.0,3617.7693689999996,2243.0,0.000211,0.01,0.01,0.0173
45.0,82.0,0.0,7.0,2616.0,0.0,0.03389229263921817,nr9.png,2.0,0.0,nr60.png,2.0,0.15372575589931098,nr99.png,1.0,0.06657414625560712,nr63.png,-3.0,0.11196560961170288,nr72.png,-1.0,0.08836204866653308,nr14.png,1.0,0.12891175593131196,nr88.png,1.0,0.096229902314923,nr48.png,2.0,0.056285414561558736,nr80.png,9,1441.7887549999994,0.0,0.0,0.0,10.0,2.0,8.0,720.0,3304.586125000001,888.0,1668.0,0.0,1952.0,1422.0,2292.0,1170.0,0.000211,0.01,0.01,0.0173
45.0,83.0,0.0,3.0,4190.0,2.0,0.11308363715529099,nr42.png,0.0,0.11660649189533125,nr4.png,2.0,0.039103687614446415,nr15.png,2.0,0.18988187048816774,nr95.png,-1.0,0.12506134327142776,nr14.png,-1.0,0.0,nr90.png,-2.0,0.0,nr27.png,2.0,0.02642141055030164,nr97.png,-1.0,0.025716839602293595,nr10.png,9,1926.237815,1.0,1.0,0.0,22.0,15.0,7.0,2455.0,651.0,811.0,1467.0,0.0,5677.213929,5677.213929,5499.0,5309.0,0.000211,0.01,0.01,0.0173
45.0,86.0,0.0,7.0,3328.0,-3.0,0.06590256857461001,nr121.png,1.0,0.06299510231396545,nr88.png,3.0,0.0949772311810556,nr55.png,-1.0,0.0,nr69.png,0.0,0.204491793665334,nr51.png,-1.0,0.06396425773418031,nr57.png,-2.0,0.12017527210664178,nr94.png,2.0,0.06493341315439516,nr12.png,2.0,0.0,nr93.png,9,1301.551998,1.0,1.0,0.0,8.0,1.0,7.0,707.0,887.0,1063.0,2063.6524940000004,0.0,1299.0,1505.0,1801.0,2063.6524940000004,0.000211,0.01,0.01,0.0173
45.0,90.0,0.0,7.0,3259.0,3.0,0.0665240484346513,nr53.png,-2.0,0.06507787346868063,nr94.png,2.0,0.07303183578151938,nr45.png,-1.0,0.0,nr107.png,1.0,0.1959567078890272,nr65.png,3.0,0.0,nr7.png,-2.0,0.13160192190333192,nr106.png,2.0,0.19306435795708585,nr80.png,2.0,0.06001626108778324,nr85.png,9,1366.805284,1.0,1.0,0.0,11.0,4.0,7.0,749.0,521.0,995.0,2765.917053,0.0,2765.917053,1267.0,1485.0,2187.0,0.000211,0.01,0.01,0.0173
45.0,91.0,0.0,7.0,3178.0,-1.0,0.1473596142597508,nr92.png,3.0,0.0,nr2.png,-1.0,0.08150056878053256,nr14.png,2.0,0.0,nr11.png,-3.0,0.24532494441008795,nr125.png,1.0,0.07244495002714006,nr79.png,2.0,0.05927314093129641,nr42.png,-2.0,0.06997523582166937,nr27.png,1.0,0.0,nr63.png,9,1320.2305780000004,0.0,1.0,0.0,8.0,2.0,6.0,524.0,2429.430898,710.0,2429.430898,0.0,1220.0,1810.0,1590.0,2429.430898,0.000211,0.01,0.01,0.0173
45.0,98.0,0.0,4.0,1229.0,2.0,0.2140259075507412,nr112.png,0.0,0.04333857941058621,nr56.png,-3.0,0.051339547917155975,nr125.png,1.0,0.07334221131022282,nr76.png,2.0,0.1146805485941666,nr84.png,-2.0,0.07467570606131778,nr89.png,-1.0,0.0,nr92.png,1.0,0.054673284794893376,nr87.png,3.0,0.0673414849302955,nr55.png,9,1842.036156,0.0,0.0,1.0,11.0,3.0,8.0,705.0,1023.0,1621.0,1209.0,0.0,2775.0,2999.636854,2325.0,2529.0,0.000211,0.01,0.01,0.0173
45.0,101.0,0.0,4.0,959.0,0.0,0.05503335341556962,nr3.png,0.0,0.03393723460626793,nr54.png,1.0,0.0,nr124.png,2.0,0.0,nr15.png,-1.0,0.3329517881641962,nr69.png,-3.0,0.0,nr72.png,0.0,0.10456337148958228,nr4.png,0.0,0.10914948427421307,nr9.png,2.0,0.0,nr85.png,9,1229.810853,0.0,1.0,0.0,7.0,2.0,5.0,955.0,547.0,2180.495873,2180.495873,0.0,2180.495873,1645.0,1361.0,2180.495873,0.000211,0.01,0.01,0.0173
45.0,105.0,0.0,2.0,1223.0,2.0,0.0,nr18.png,3.0,0.1629672362331876,nr111.png,2.0,0.14207400081867635,nr114.png,0.0,0.0,nr9.png,0.0,0.3322024430907285,nr4.png,0.0,0.0,nr56.png,1.0,0.0,nr48.png,-2.0,0.0,nr106.png,1.0,0.0,nr81.png,9,1430.632614,0.0,0.0,0.0,3.0,0.0,3.0,957.247626,431.0,805.0,957.247626,0.0,957.247626,957.247626,957.247626,957.247626,0.000211,0.01,0.01,0.0173
45.0,107.0,0.0,4.0,1729.0,1.0,0.1113102275684376,nr63.png,-1.0,0.0,nr107.png,1.0,0.0,nr58.png,0.0,0.0,nr4.png,2.0,0.425002687079489,nr42.png,3.0,0.0,nr39.png,-3.0,0.0,nr120.png,-3.0,0.16494151903323026,nr101.png,2.0,0.0,nr75.png,9,843.775534,0.0,1.0,1.0,4.0,1.0,3.0,1070.0,1976.458092,1976.458092,1976.458092,0.0,1976.458092,1976.458092,1352.0,1976.458092,0.000211,0.01,0.01,0.0173
45.0,112.0,0.0,3.0,1624.0,3.0,0.0979615447773772,nr2.png,-1.0,0.0,nr92.png,2.0,0.054161431006722965,nr41.png,-2.0,0.0979615447773772,nr94.png,2.0,0.16766495163820327,nr85.png,2.0,0.11868417924951467,nr45.png,1.0,0.0772389103052397,nr87.png,0.0,0.08289053788854993,nr46.png,-2.0,0.0,nr106.png,9,1700.598003,0.0,0.0,0.0,7.0,0.0,7.0,734.0,2123.2821559999998,2008.0,478.0,0.0,1006.0,1532.0,1320.0,2123.2821559999998,0.000211,0.01,0.01,0.0173
45.0,114.0,0.0,4.0,1662.0,2.0,0.08256230072795663,nr80.png,-2.0,0.11030864769390927,nr89.png,-2.0,0.055492693931905285,nr94.png,1.0,0.1224899707521324,nr50.png,1.0,0.2832157611036873,nr58.png,-1.0,0.0,nr90.png,-1.0,0.08053208021825277,nr10.png,3.0,0.0,nr53.png,1.0,0.061583355461016835,nr65.png,9,2810.1056489999996,0.0,0.0,0.0,9.0,2.0,7.0,752.0,2032.0,530.0,2428.0,0.0,2955.3439989999997,1484.0,2955.3439989999997,1782.0,0.000211,0.01,0.01,0.0173
45.0,118.0,0.0,2.0,2131.0,-2.0,0.0,nr27.png,-1.0,0.0,nr10.png,3.0,0.18017164067015545,nr113.png,-3.0,0.0,nr120.png,-1.0,0.4386787772838567,nr92.png,2.0,0.0,nr112.png,3.0,0.0,nr2.png,0.0,0.0,nr54.png,-3.0,0.0,nr101.png,9,1194.40929,1.0,1.0,0.0,2.0,0.0,2.0,765.936301,765.936301,627.0,765.936301,0.0,765.936301,765.936301,765.936301,765.936301,0.000211,0.01,0.01,0.0173
45.0,128.0,0.0,3.0,1752.0,2.0,0.14994272407897485,nr42.png,3.0,0.10285327354177612,nr7.png,0.0,0.0,nr3.png,1.0,0.10533166567531292,nr8.png,2.0,0.2205768998847729,nr60.png,2.0,0.0,nr96.png,-2.0,0.0,nr27.png,1.0,0.06939497973902968,nr124.png,-2.0,0.14126835161159615,nr52.png,9,2287.089372,0.0,0.0,0.0,6.0,0.0,6.0,696.0,482.0,1613.949603,978.0,0.0,1613.949603,1613.949603,1216.0,1368.0,0.000211,0.01,0.01,0.0173
45.0,131.0,0.0,4.0,643.0,2.0,0.10095124246424413,nr44.png,0.0,0.0807609939713953,nr9.png,2.0,0.0,nr41.png,2.0,0.0,nr99.png,-3.0,0.16364727725782732,nr102.png,-1.0,0.0,nr14.png,-2.0,0.16258463260030895,nr52.png,3.0,0.109452399724391,nr1.png,-1.0,0.1540834753401621,nr107.png,9,1636.245524,1.0,1.0,0.0,7.0,1.0,6.0,629.0,427.0,1882.096697,1882.096697,0.0,1882.096697,861.0,1427.0,1091.0,0.000211,0.01,0.01,0.0173
45.0,149.0,0.0,3.0,2493.0,1.0,0.09401308183309973,nr65.png,3.0,0.15330061091703648,nr39.png,-3.0,0.06352235258993225,nr102.png,2.0,0.10756451705228526,nr15.png,0.0,0.13043256398466088,nr56.png,0.0,0.05378225852614263,nr51.png,-1.0,0.0,nr107.png,2.0,0.09316611713190062,nr112.png,2.0,0.0,nr93.png,9,1522.6813619999998,0.0,0.0,0.0,9.0,2.0,7.0,910.0,446.0,698.0,1716.0,0.0,2234.0,2361.373499,1436.0,2361.373499,0.000211,0.01,0.01,0.0173
45.0,152.0,0.0,0.0,4514.0,0.0,0.14235524979928746,nr91.png,2.0,0.2277683996788599,nr18.png,3.0,0.12100196232939432,nr39.png,0.0,0.0,nr51.png,-2.0,0.09253091236953682,nr27.png,-3.0,0.0,nr74.png,1.0,0.0,nr63.png,1.0,0.10818998984745844,nr87.png,3.0,0.0,nr53.png,9,1311.8378089999999,1.0,1.0,0.0,5.0,0.0,5.0,885.0,247.0,643.0,1404.9358930000005,0.0,1404.9358930000005,1404.9358930000005,1149.0,1404.9358930000005,0.000211,0.01,0.01,0.0173
45.0,155.0,0.0,2.0,2353.0,-3.0,0.0912839609425142,nr72.png,2.0,0.07959516106572884,nr18.png,1.0,0.11020868455254762,nr76.png,1.0,0.1380391604496556,nr62.png,2.0,0.2048323026027148,nr97.png,3.0,0.0,nr7.png,-2.0,0.06345348504540621,nr106.png,-3.0,0.0,nr125.png,2.0,0.08237820865543964,nr28.png,9,1140.965294,0.0,0.0,0.0,7.0,0.0,7.0,525.0,1653.0,1407.0,727.0,0.0,1796.591628,1011.0,1796.591628,1185.0,0.000211,0.01,0.01,0.0173
45.0,167.0,0.0,0.0,1147.0,3.0,0.10935323092322256,nr49.png,2.0,0.10800319103528154,nr41.png,3.0,0.03240095731058446,nr1.png,-1.0,0.0,nr107.png,0.0,0.2470572994932065,nr91.png,1.0,0.1336539489061609,nr81.png,3.0,0.0,nr20.png,-3.0,0.0,nr101.png,-2.0,0.11610343036292765,nr94.png,9,1272.041286,1.0,1.0,0.0,7.0,1.0,6.0,483.0,283.0,1433.0,1481.43771,0.0,953.0,1481.43771,1481.43771,1189.0,0.000211,0.01,0.01,0.0173
45.0,168.0,0.0,7.0,1961.0,1.0,0.08297223196325529,nr48.png,-3.0,0.07383767431592443,nr125.png,1.0,0.133212299023575,nr63.png,1.0,0.0,nr58.png,1.0,0.2481554827524883,nr81.png,-2.0,0.0,nr89.png,3.0,0.13701836470996287,nr55.png,0.0,0.12483895451352173,nr54.png,2.0,0.0,nr98.png,9,1606.170203,1.0,1.0,0.0,9.0,3.0,6.0,628.0,388.0,2026.0,2627.385028,0.0,2627.385028,900.0,1184.0,2627.385028,0.000211,0.01,0.01,0.0173
45.0,169.0,0.0,4.0,2161.0,-1.0,0.10439262435601347,nr107.png,2.0,0.2033319026635785,nr112.png,3.0,0.08257924016221962,nr39.png,-2.0,0.0,nr106.png,1.0,0.13010125572727055,nr100.png,-1.0,0.08569543790419018,nr92.png,0.0,0.10828787153347667,nr4.png,-3.0,0.0,nr121.png,0.0,0.014801939274360118,nr46.png,9,1608.752643,0.0,0.0,1.0,8.0,1.0,7.0,967.0,701.0,1631.0,2567.231178,0.0,1887.0,2181.0,2567.231178,2529.0,0.000211,0.01,0.01,0.0173
45.0,176.0,0.0,0.0,1196.0,2.0,0.2368235221998991,nr96.png,1.0,0.0,nr62.png,1.0,0.0,nr63.png,1.0,0.1407692264824575,nr65.png,-3.0,0.3030678640739967,nr125.png,2.0,0.0,nr11.png,3.0,0.0,nr20.png,-3.0,0.0,nr101.png,-2.0,0.06127601623354032,nr106.png,9,1164.922637,0.0,1.0,0.0,4.0,0.0,4.0,523.0,1207.65031,1207.65031,883.0,0.0,1207.65031,1207.65031,1207.65031,1133.0,0.000211,0.01,0.01,0.0173
45.0,177.0,0.0,0.0,3023.0,-2.0,0.0,nr94.png,3.0,0.12530368105257012,nr20.png,3.0,0.07731503724520282,nr53.png,-2.0,0.13730084200441195,nr89.png,-3.0,0.06798391206043697,nr125.png,0.0,0.0,nr46.png,2.0,0.0,nr75.png,1.0,0.12796971681964608,nr81.png,3.0,0.11863859163488022,nr113.png,9,1283.7944349999998,1.0,1.0,0.0,6.0,0.0,6.0,1500.354965,231.0,1361.0,587.0,0.0,1500.354965,1500.354965,847.0,1081.0,0.000211,0.01,0.01,0.0173
45.0,186.0,0.0,0.0,2255.0,-1.0,0.12972924252096465,nr69.png,2.0,0.051891697008385855,nr98.png,1.0,0.07445330440333622,nr76.png,2.0,0.1331134836302072,nr112.png,2.0,0.182749019899098,nr41.png,2.0,0.08742622865543269,nr28.png,3.0,0.0,nr39.png,1.0,0.0,nr62.png,1.0,0.0,nr65.png,9,1202.967592,0.0,1.0,0.0,6.0,0.0,6.0,1049.0,717.0,855.0,1321.0,0.0,1617.0,1772.923325,1772.923325,1772.923325,0.000211,0.01,0.01,0.0173
45.0,187.0,0.0,1.0,2469.0,2.0,0.07153179761130406,nr95.png,0.0,0.07380264832912323,nr56.png,2.0,0.0,nr96.png,-1.0,0.1237613641211451,nr10.png,3.0,0.08175062584149034,nr53.png,-1.0,0.0,nr90.png,1.0,0.0,nr62.png,1.0,0.06982865957293967,nr19.png,1.0,0.08175062584149034,nr50.png,9,1254.6946670000002,0.0,0.0,0.0,7.0,1.0,6.0,680.0,492.0,1761.4544050000006,1130.0,0.0,1761.4544050000006,1761.4544050000006,1416.0,1544.0,0.000211,0.01,0.01,0.0173
45.0,190.0,0.0,2.0,1802.0,1.0,0.09175021247908262,nr100.png,3.0,0.08469250382684547,nr113.png,3.0,0.0893976429283369,nr55.png,-2.0,0.0,nr52.png,0.0,0.14468302737086106,nr46.png,1.0,0.0,nr50.png,1.0,0.07234151368543051,nr8.png,2.0,0.06822451697162553,nr98.png,-2.0,0.0,nr106.png,9,1366.1223009999999,1.0,1.0,0.0,6.0,0.0,6.0,597.0,799.0,989.0,1700.2685420000007,0.0,1700.2685420000007,1577.0,1401.0,1700.2685420000007,0.000211,0.01,0.01,0.0173
45.0,192.0,0.0,0.0,2040.0,0.0,0.08966644464098897,nr91.png,2.0,0.07274824753891558,nr80.png,2.0,0.08459098551036696,nr15.png,2.0,0.0,nr18.png,0.0,0.23600884957392385,nr51.png,2.0,0.07866961652464127,nr93.png,1.0,0.09051235449609266,nr65.png,1.0,0.0,nr100.png,2.0,0.1323848923237243,nr112.png,9,1136.8728480000002,1.0,1.0,0.0,9.0,2.0,7.0,663.0,441.0,935.0,2364.318122,0.0,1931.0,1503.0,2364.318122,1789.0,0.000211,0.01,0.01,0.0173
45.0,195.0,0.0,7.0,2760.0,2.0,0.12491485075317775,nr45.png,3.0,0.14969135007612208,nr113.png,1.0,0.05626330054585279,nr58.png,2.0,0.0,nr60.png,1.0,0.13936780869156196,nr63.png,3.0,0.0,nr39.png,1.0,0.0,nr29.png,-3.0,0.2410546913294793,nr125.png,2.0,0.142981048176158,nr28.png,9,1193.824472,1.0,1.0,0.0,8.0,2.0,6.0,386.0,924.0,2846.0,3874.6393810000004,0.0,3874.6393810000004,3874.6393810000004,1144.0,3132.0,0.000211,0.01,0.01,0.0173
45.0,197.0,0.0,5.0,2654.0,-1.0,0.06577845121065859,nr14.png,1.0,0.0,nr87.png,1.0,0.06714883561088064,nr48.png,-1.0,0.11830985321917065,nr107.png,2.0,0.21971829883560265,nr12.png,-3.0,0.061667298009992426,nr120.png,-2.0,0.05892652920954833,nr52.png,-2.0,0.1553102320251661,nr94.png,1.0,0.06988960441132475,nr8.png,9,1512.384324,1.0,1.0,1.0,13.0,5.0,8.0,572.0,4378.333553,950.0,386.0,0.0,1956.0,2516.0,2284.0,2888.0,0.000211,0.01,0.01,0.0173
45.0,198.0,0.0,4.0,3683.0,-3.0,0.121267669399247,nr120.png,1.0,0.0,nr48.png,2.0,0.14552120327909635,nr112.png,2.0,0.0,nr98.png,3.0,0.3691926823932629,nr111.png,1.0,0.16977473715894578,nr76.png,3.0,0.0,nr109.png,-1.0,0.0,nr92.png,3.0,0.0,nr49.png,9,1508.695765,0.0,0.0,0.0,4.0,0.0,4.0,699.0,1484.319777,945.0,1484.319777,0.0,1203.0,1484.319777,1484.319777,1484.319777,0.000211,0.01,0.01,0.0173
