subject,trial,repeat,choice,rt,item_value_0,gaze_0,stimulus_0,item_value_1,gaze_1,stimulus_1,item_value_2,gaze_2,stimulus_2,item_value_3,gaze_3,stimulus_3,item_value_4,gaze_4,stimulus_4,item_value_5,gaze_5,stimulus_5,item_value_6,gaze_6,stimulus_6,item_value_7,gaze_7,stimulus_7,item_value_8,gaze_8,stimulus_8,setsize,rt_choice_indication,best_chosen,best_seen_chosen,longest_chosen,fixation_count,refixation_count,seen_items_count,fixation_onset_0,gaze_corrected_0,fixation_onset_1,gaze_corrected_1,fixation_onset_2,gaze_corrected_2,fixation_onset_3,gaze_corrected_3,fixation_onset_4,gaze_corrected_4,fixation_onset_5,gaze_corrected_5,fixation_onset_6,gaze_corrected_6,fixation_onset_7,gaze_corrected_7,fixation_onset_8,gaze_corrected_8,v,alpha,gamma,zeta,tau
29.0,47.0,0.0,1.0,926.0,1.0,0.03511140328990523,nr56.png,2.0,0.3045196549482976,nr93.png,-3.0,0.03621553546883307,nr81.png,-3.0,0.08391404559851566,nr49.png,-2.0,0.18129850377995094,nr109.png,1.0,0.05564826181796301,nr65.png,-3.0,0.03776132051933205,nr20.png,-3.0,0.056310741125319724,nr120.png,0.0,0.03091570100997945,nr125.png,9,1339.915489,1.0,1.0,1.0,21.0,12.0,9.0,2113.0,0.04579567836603937,447.0,0.3203294200670301,2769.0,0.05216379013172728,773.0,0.09174437451604256,0.0,0.18129850377995094,1305.0,0.06501643048145818,1869.0,0.047580049084296513,1623.0,0.06860475864952313,6943.0,0.13245743282419642,8e-08,3.249e-05,0.6,0.27,2.52
29.0,48.0,0.0,5.0,5602.0,-3.0,0.07546965789644686,nr46.png,0.0,0.11751703872446725,nr21.png,0.0,0.0,nr79.png,-3.0,0.07331338195654838,nr31.png,-3.0,0.16243945413901895,nr112.png,3.0,0.10637627970165843,nr55.png,-3.0,0.03665669097827418,nr57.png,-3.0,0.0927198654156347,nr88.png,-3.0,0.06756331278348575,nr121.png,9,1304.517236,1.0,1.0,0.0,10.0,2.0,8.0,723.0,0.10196277264300996,467.0,0.1412176106543334,2782.575221,0.0,977.0,0.11298338481130495,0.0,0.16243945413901895,1249.0,0.19301302990992966,1919.0,0.1181136252171367,1613.0,0.22059290874802145,2255.0,0.35634728947969296,8e-08,3.249e-05,0.6,0.27,2.52
29.0,49.0,0.0,3.0,6127.0,1.0,0.0717713238984083,nr92.png,0.0,0.054050009355591434,nr85.png,-3.0,0.08727747412337307,nr15.png,2.0,0.11341641307402793,nr93.png,-3.0,0.0921508356226477,nr62.png,-2.0,0.07088525817126745,nr101.png,-2.0,0.08151804689695757,nr124.png,-2.0,0.0779737839883942,nr74.png,-1.0,0.08151804689695757,nr60.png,9,1415.09411,1.0,1.0,1.0,9.0,0.0,9.0,662.0,0.10155664413007924,496.0,0.06927217497868406,2060.0,0.9991433892334448,872.0,0.18481500743659854,0.0,0.0921508356226477,1850.0,0.3929573235550946,1170.0,0.16924693164764076,1398.0,0.20484912875052552,1620.0,0.2887774354120741,8e-08,3.249e-05,0.6,0.27,2.52
29.0,50.0,0.0,1.0,2741.0,-3.0,0.07041148685791704,nr3.png,2.0,0.05813041356874546,nr4.png,0.0,0.09988606275192884,nr84.png,1.0,0.10930155227362703,nr92.png,-3.0,0.14819161768933706,nr106.png,-1.0,0.08924246590131346,nr87.png,-2.0,0.07778013083141999,nr14.png,-2.0,0.0794176072699762,nr48.png,0.0,0.05485546069163304,nr21.png,9,1383.6375150000001,0.0,0.0,0.0,10.0,1.0,9.0,673.0,0.09718704308670027,487.0,0.07260518297518492,2081.0,0.6744369916085671,889.0,0.17183864076175775,0.0,0.14819161768933706,1815.0,0.3472536157543806,1153.0,0.14731157461776292,1391.0,0.18444865122589327,1631.0,0.16506869493881154,8e-08,3.249e-05,0.6,0.27,2.52
29.0,53.0,0.0,0.0,2904.0,2.0,0.12937198734651026,nr100.png,2.0,0.207576626888558,nr51.png,-1.0,0.0,nr99.png,-1.0,0.1034975898772082,nr52.png,2.0,0.1883888714618846,nr93.png,-3.0,0.05523747774345382,nr62.png,0.0,0.0,nr125.png,-3.0,0.07151799749941916,nr20.png,-2.0,0.06221484335315325,nr91.png,9,1188.428713,1.0,1.0,1.0,11.0,4.0,7.0,686.0,0.16160112952347816,1078.0,0.3023254128919137,3439.693624,0.0,246.0,0.1114696780319589,0.0,0.1883888714618846,2204.0,0.1537597963684241,3439.693624,0.0,1628.0,0.13578454808316973,1942.0,0.14288636645754993,8e-08,3.249e-05,0.6,0.27,2.52
29.0,59.0,0.0,5.0,4915.0,-3.0,0.05850692258558736,nr12.png,-3.0,0.07808883136933496,nr81.png,-1.0,0.13468532382967865,nr58.png,-2.0,0.0663874468522175,nr29.png,0.0,0.0912230384803852,nr83.png,2.0,0.1380285765488551,nr39.png,-1.0,0.14304345562761972,nr60.png,-3.0,0.07832763513499043,nr107.png,-2.0,0.03653697614528517,nr124.png,9,1334.058018,1.0,1.0,0.0,22.0,13.0,9.0,2237.0,0.07982955818464778,533.0,0.08339627038818509,783.0,0.1485759369268425,1903.0,0.08590750281724888,0.0,0.0912230384803852,991.0,0.15655307372863095,1693.0,0.17928556403699306,1487.0,0.09523702626884263,1293.0,0.043207661604922114,8e-08,3.249e-05,0.6,0.27,2.52
29.0,60.0,0.0,5.0,1035.0,0.0,0.10746714782831636,nr75.png,-3.0,0.057590050510868115,nr15.png,-3.0,0.05707585363130679,nr46.png,-2.0,0.05193388483569356,nr63.png,0.0,0.1768837265690949,nr53.png,2.0,0.16402880458006186,nr39.png,-1.0,0.05604745987218414,nr87.png,2.0,0.0437067347627124,nr100.png,-3.0,0.06941657874077853,nr102.png,9,1285.7902689999999,1.0,1.0,0.0,12.0,3.0,9.0,2367.0,0.274537485794598,451.0,0.06514353427233865,721.0,0.07006335607422498,2117.0,0.11395942289366355,0.0,0.1768837265690949,987.0,0.21980590766956587,1847.0,0.10672877176687584,1633.0,0.07533588452043043,1319.0,0.10503544804573688,8e-08,3.249e-05,0.6,0.27,2.52
29.0,71.0,0.0,2.0,1147.0,-1.0,0.14625899831063546,nr60.png,-3.0,0.0,nr72.png,3.0,0.3290827461989297,nr55.png,-3.0,0.017605249796650558,nr19.png,0.0,0.2410564972156769,nr96.png,3.0,0.07448374913967545,nr41.png,2.0,0.0,nr76.png,-1.0,0.0,nr58.png,1.0,0.0,nr65.png,9,1434.777699,1.0,1.0,1.0,5.0,0.0,5.0,1190.0,0.7530534959581178,1476.832212,0.0,640.0,0.5807615828249212,1450.0,0.9689845921014628,0.0,0.2410564972156769,484.0,0.1107941489714679,1476.832212,0.0,1476.832212,0.0,1476.832212,0.0,8e-08,3.249e-05,0.6,0.27,2.52
29.0,75.0,0.0,0.0,1899.0,2.0,0.16366951522866496,nr39.png,0.0,0.1114232204651172,nr84.png,-2.0,0.05331254567708957,nr124.png,-2.0,0.06450818026927838,nr48.png,-3.0,0.14341074787137095,nr46.png,-1.0,0.05811067478802762,nr60.png,-2.0,0.038385032887504486,nr29.png,-2.0,0.07543725213308174,nr109.png,-3.0,0.09596258221876122,nr54.png,9,1428.462769,1.0,1.0,1.0,14.0,5.0,9.0,978.0,0.22138394370661774,178.0,0.11697339341271143,2554.0,0.16701988560971714,1372.0,0.10170365379058878,0.0,0.14341074787137095,2290.0,0.14916567784077392,1660.0,0.06885135187348704,696.0,0.09262101158206376,1866.0,0.1909346151930974,8e-08,3.249e-05,0.6,0.27,2.52
29.0,79.0,0.0,7.0,3349.0,-3.0,0.07042179855612049,nr112.png,-2.0,0.07205951480161167,nr14.png,-1.0,0.08761781913377782,nr50.png,-1.0,0.08925553537926899,nr89.png,-1.0,0.14985103646244244,nr99.png,-3.0,0.09744411660672486,nr81.png,-2.0,0.09826297472947043,nr91.png,0.0,0.07287837292435725,nr53.png,2.0,0.06960294043337491,nr39.png,9,1455.085243,1.0,1.0,0.0,9.0,0.0,9.0,754.0,0.10187005290335133,970.0,0.11953066158049935,1194.0,0.17141590875916946,488.0,0.1115417264738182,0.0,0.14985103646244244,1454.0,0.240786977067506,2168.0,0.8745541400010097,1946.0,0.3585633341365353,1732.0,0.2392931958025625,8e-08,3.249e-05,0.6,0.27,2.52
29.0,85.0,0.0,0.0,4199.0,2.0,0.1866344726753362,nr51.png,-3.0,0.06372884432816359,nr57.png,0.0,0.06448752104635601,nr44.png,-3.0,0.07510899510104993,nr90.png,0.0,0.17411630682516122,nr21.png,-3.0,0.0902825294648984,nr81.png,-1.0,0.08497179243755144,nr7.png,-1.0,0.0,nr52.png,0.0,0.08269576228297416,nr84.png,9,1278.525133,1.0,1.0,1.0,9.0,1.0,8.0,1993.0,0.7649623130121924,485.0,0.07809707404942356,703.0,0.08793851198540363,1749.0,0.22318184403525215,0.0,0.17411630682516122,917.0,0.13843898319847495,1481.0,0.19391103088350006,2636.16894,0.0,1197.0,0.15147630965409803,8e-08,3.249e-05,0.6,0.27,2.52
29.0,94.0,0.0,1.0,792.0,-1.0,0.0674052766840576,nr98.png,3.0,0.2251949016490106,nr10.png,-2.0,0.07659690532279273,nr124.png,0.0,0.11489535798418908,nr53.png,-2.0,0.20144986099894485,nr14.png,2.0,0.0,nr100.png,0.0,0.0,nr83.png,2.0,0.07889481248247651,nr39.png,-3.0,0.044426205087219776,nr88.png,9,1184.277894,1.0,1.0,1.0,9.0,2.0,7.0,799.0,0.09712640783334724,497.0,0.27813628214832425,2389.0,0.9006106527488231,2021.0,0.5084129238795734,0.0,0.20144986099894485,2611.071546,0.0,2611.071546,0.0,1405.0,0.17080247078476393,1655.0,0.1213298319412594,8e-08,3.249e-05,0.6,0.27,2.52
29.0,105.0,0.0,7.0,2754.0,1.0,0.09145256468191,nr9.png,0.0,0.06301773364635814,nr97.png,0.0,0.07070282311542621,nr1.png,-3.0,0.13794735596977178,nr81.png,1.0,0.10835976151385973,nr92.png,-3.0,0.07147133206233301,nr88.png,-1.0,0.07761940363758747,nr87.png,2.0,0.07454536784996024,nr18.png,-3.0,0.08991554678809638,nr95.png,9,1173.7624210000001,0.0,0.0,0.0,10.0,1.0,9.0,641.0,0.1213392972168924,431.0,0.07552584694787234,2203.0,0.4606425376080397,1179.0,0.2522055602810065,0.0,0.10835976151385973,1971.0,0.2945638474748968,933.0,0.12099850957929414,1441.0,0.1670337317586928,1683.0,0.25450217307931244,8e-08,3.249e-05,0.6,0.27,2.52
29.0,109.0,0.0,1.0,7576.0,2.0,0.1258918972613205,nr39.png,3.0,0.18513514303135367,nr10.png,-3.0,0.07876658812606684,nr20.png,-3.0,0.06866830759708391,nr49.png,0.0,0.02086977975989805,nr85.png,-1.0,0.06462899538549073,nr50.png,-2.0,0.07472727591447366,nr48.png,-2.0,0.06732187019321953,nr113.png,1.0,0.06058968317389756,nr69.png,9,1435.3561000000002,1.0,1.0,1.0,11.0,2.0,9.0,568.0,0.15565155870867176,182.0,0.1972172436790872,2396.0,0.4070961429722905,972.0,0.10206109412815892,0.0,0.02086977975989805,2158.0,0.2362196607264856,1638.0,0.1665662775963285,1392.0,0.12667826589029854,1930.0,0.17294342522003586,8e-08,3.249e-05,0.6,0.27,2.52
29.0,111.0,0.0,3.0,3727.0,-3.0,0.09243210075270986,nr88.png,-1.0,0.0803757397849651,nr60.png,-1.0,0.053248927607539374,nr89.png,2.0,0.14266693811831305,nr76.png,-3.0,0.1905574830735214,nr114.png,-3.0,0.08774351593192023,nr15.png,-3.0,0.032150295913986035,nr12.png,-3.0,0.06463549074374278,nr81.png,-2.0,0.07434755930109271,nr124.png,9,1433.443817,1.0,1.0,0.0,17.0,8.0,9.0,743.0,0.10556610172598864,505.0,0.08780030728256424,2105.0,0.08223532677611559,939.0,0.16928437352196932,0.0,0.1905574830735214,1831.0,0.1265409728003526,1173.0,0.04000874145991065,1425.0,0.08489204709648729,1607.0,0.10171934900604504,8e-08,3.249e-05,0.6,0.27,2.52
29.0,113.0,0.0,0.0,1688.0,2.0,0.14383338165957552,nr39.png,0.0,0.04912715123097457,nr53.png,-1.0,0.09279573010295196,nr52.png,-3.0,0.058952581477169474,nr19.png,-1.0,0.2560070436369675,nr50.png,-3.0,0.08679130050805506,nr20.png,-2.0,0.056769152533570615,nr91.png,-3.0,0.04257686440017795,nr15.png,-3.0,0.05403986635407202,nr120.png,9,1966.7953710000002,1.0,1.0,0.0,11.0,2.0,9.0,744.0,0.1804818200133584,512.0,0.057107293095655376,2404.0,0.2698494747644664,1070.0,0.08327031232418483,0.0,0.2560070436369675,2034.0,0.19509661002836,1330.0,0.08911885785456866,1584.0,0.07500138143169424,1788.0,0.10554586544117853,8e-08,3.249e-05,0.6,0.27,2.52
29.0,115.0,0.0,0.0,2921.0,0.0,0.18507489240544503,nr96.png,-2.0,0.09903673172197726,nr14.png,-1.0,0.1235895881280508,nr58.png,-3.0,0.08603816068346774,nr107.png,-2.0,0.15185632197369847,nr29.png,-3.0,0.05962836555760714,nr54.png,-2.0,0.03280591738290497,nr48.png,-2.0,0.06416754909486444,nr74.png,-3.0,0.03899571311552855,nr95.png,9,1470.7219519999999,1.0,1.0,1.0,26.0,17.0,9.0,577.0,0.1967887846193788,199.0,0.10111252010951476,2705.0,0.1714275937475268,879.0,0.09461818578782212,0.0,0.15185632197369847,1331.0,0.0691191348360667,2059.0,0.04165371434267726,1823.0,0.07903055993194025,1599.0,0.04669910704311117,8e-08,3.249e-05,0.6,0.27,2.52
29.0,118.0,0.0,4.0,5328.0,1.0,0.10912141281433853,nr42.png,-1.0,0.07806377993641139,nr52.png,-3.0,0.0,nr88.png,0.0,0.08393954831872194,nr44.png,2.0,0.21824282562867706,nr51.png,-3.0,0.09317289863378136,nr102.png,-1.0,0.09736987604971743,nr99.png,-2.0,0.08393954831872194,nr113.png,-3.0,0.0,nr81.png,9,1021.5439029999999,1.0,1.0,1.0,8.0,1.0,7.0,876.0,0.17256632227857938,652.0,0.10747300865368388,2382.667098000001,0.0,1180.0,0.1662970578746139,0.0,0.21824282562867706,1444.0,0.23650557313983955,1952.0,0.5386991508694259,1708.0,0.29644249822302715,2382.667098000001,0.0,8e-08,3.249e-05,0.6,0.27,2.52
29.0,120.0,0.0,4.0,123.0,-3.0,0.08436749565241311,nr95.png,-3.0,0.06287766185415694,nr62.png,-1.0,0.09829609163276433,nr58.png,-3.0,0.053724584495640416,nr3.png,0.0,0.1647553924532973,nr79.png,0.0,0.060489902543239576,nr85.png,-1.0,0.053326624610487525,nr87.png,0.0,0.10346957013975193,nr84.png,2.0,0.1042654899100577,nr76.png,9,1657.156257,1.0,1.0,0.0,16.0,7.0,9.0,696.0,0.09792979718500874,512.0,0.07001013558666443,1088.0,0.1254561063727718,1964.0,0.0881882555684554,0.0,0.1647553924532973,2550.0,0.12279691791547155,2922.0,0.12739869840562287,1668.0,0.15487104427660192,1386.0,0.1439705926195041,8e-08,3.249e-05,0.6,0.27,2.52
29.0,122.0,0.0,6.0,1451.0,-3.0,0.12628741957890954,nr11.png,2.0,0.08514833592820416,nr51.png,-2.0,0.0,nr101.png,0.0,0.0,nr79.png,0.0,0.1750802862343973,nr97.png,1.0,0.08658342024160086,nr56.png,2.0,0.08227816730141076,nr18.png,-3.0,0.10045590193776896,nr31.png,-2.0,0.09280211893298657,nr74.png,9,1255.408993,1.0,1.0,0.0,7.0,0.0,7.0,717.0,0.1922139503425991,493.0,0.1114262269152331,2090.469509,0.0,2090.469509,0.0,0.0,0.1750802862343973,1909.0,0.9974127389081104,1191.0,0.19122382502017646,1411.0,0.3090646411920156,1667.0,0.4581203507617829,8e-08,3.249e-05,0.6,0.27,2.52
29.0,129.0,0.0,7.0,4155.0,-3.0,0.07199627316013052,nr106.png,-3.0,0.10651907627379968,nr94.png,-3.0,0.060488672122240815,nr120.png,-2.0,0.0767173402525981,nr48.png,-2.0,0.11271547683266338,nr91.png,-3.0,0.04839093769779265,nr27.png,-3.0,0.0666850726811045,nr12.png,1.0,0.16346694807668982,nr69.png,-1.0,0.11714147723185173,nr50.png,9,1479.1358699999996,1.0,1.0,1.0,21.0,12.0,9.0,688.0,0.08012967049608086,474.0,0.11452812005402252,2158.0,0.08874211808334664,898.0,0.08843343966816712,0.0,0.11271547683266338,1856.0,0.0666378359830042,1186.0,0.08082789762368886,1400.0,0.20601961709311106,1608.0,0.15357451575975056,8e-08,3.249e-05,0.6,0.27,2.52
29.0,130.0,0.0,3.0,2459.0,2.0,0.07895384924765918,nr100.png,-3.0,0.05502844038473215,nr94.png,-3.0,0.06778865844495989,nr57.png,1.0,0.16548407796857856,nr65.png,-3.0,0.19299829816094466,nr2.png,0.0,0.08692898553530151,nr44.png,-1.0,0.0,nr98.png,-1.0,0.08453644464900881,nr50.png,-2.0,0.09011904005035844,nr101.png,9,1343.770852,1.0,1.0,0.0,8.0,0.0,8.0,1856.0,0.3037768977528109,1674.0,0.1655084802983274,1460.0,0.16224561150291758,2092.0,0.9980900788754268,0.0,0.19299829816094466,1192.0,0.16567941319002716,2507.7941339999998,0.0,660.0,0.11473139572159717,916.0,0.1419781585901987,8e-08,3.249e-05,0.6,0.27,2.52
29.0,135.0,0.0,7.0,3706.0,0.0,0.06864393277109995,nr53.png,2.0,0.2084431617073645,nr39.png,-1.0,0.12054544291510234,nr89.png,-3.0,0.07115529616516457,nr106.png,-3.0,0.16993558966504013,nr12.png,-3.0,0.09459468784310117,nr114.png,-3.0,0.0,nr121.png,3.0,0.004604166222451826,nr55.png,-2.0,0.07282953842787432,nr113.png,9,1573.5018040000002,1.0,1.0,0.0,9.0,1.0,8.0,748.0,0.09993050552353012,958.0,0.3479742200741657,1212.0,0.2446606836742756,530.0,0.09144010354092108,0.0,0.16993558966504013,1888.0,0.4509713325864847,2389.1405019999997,0.0,2378.0,0.9873881805326012,2158.0,0.7527888816300998,8e-08,3.249e-05,0.6,0.27,2.52
29.0,138.0,0.0,0.0,3986.0,2.0,0.06656458504100525,nr100.png,-3.0,0.14395267984477558,nr94.png,-3.0,0.05790577723079319,nr106.png,-3.0,0.08117632322073813,nr3.png,-1.0,0.07630574382749382,nr89.png,-1.0,0.05844695271893145,nr52.png,0.0,0.24839954905545866,nr96.png,-3.0,0.05465872430196367,nr19.png,0.0,0.04383521453919858,nr79.png,9,1082.218557,1.0,1.0,0.0,11.0,2.0,9.0,2131.0,0.15722276764142462,127.0,0.14907561003778907,1481.0,0.09662887663770296,1765.0,0.15538736679046994,0.0,0.07630574382749382,1217.0,0.08714389925997736,2745.0,0.9656460549793232,749.0,0.06855221728086264,1007.0,0.060253087896089186,8e-08,3.249e-05,0.6,0.27,2.52
29.0,144.0,0.0,4.0,1844.0,-3.0,0.08580220028469271,nr102.png,1.0,0.13062947227016486,nr30.png,1.0,0.037823010737742094,nr56.png,-3.0,0.13763373351789485,nr88.png,-1.0,0.11557031058754527,nr87.png,-2.0,0.03572173236342309,nr101.png,-3.0,0.03572173236342309,nr90.png,-3.0,0.06023664673047815,nr54.png,-3.0,0.06759112104059467,nr112.png,9,1535.889717,1.0,1.0,0.0,16.0,7.0,9.0,3076.0,0.1859717161514865,2438.0,0.22793873412960866,2786.0,0.07385096966157342,694.0,0.15667328756352333,0.0,0.11557031058754527,1900.0,0.05353193666441024,948.0,0.04283186430967175,1200.0,0.07626126047363366,1594.0,0.09376193443225933,8e-08,3.249e-05,0.6,0.27,2.52
