setsize,subject,trial,rt,rt_choice_indication,choice,best_chosen,best_seen_chosen,longest_chosen,fixation_count,refixation_count,seen_items_count,item_value_0,fixation_onset_0,gaze_0,stimulus_0,item_value_1,fixation_onset_1,gaze_1,stimulus_1,item_value_2,fixation_onset_2,gaze_2,stimulus_2,item_value_3,fixation_onset_3,gaze_3,stimulus_3,item_value_4,fixation_onset_4,gaze_4,stimulus_4,item_value_5,fixation_onset_5,gaze_5,stimulus_5,item_value_6,fixation_onset_6,gaze_6,stimulus_6,item_value_7,fixation_onset_7,gaze_7,stimulus_7,item_value_8,fixation_onset_8,gaze_8,stimulus_8,item_value_9,fixation_onset_9,gaze_9,stimulus_9,item_value_10,fixation_onset_10,gaze_10,stimulus_10,item_value_11,fixation_onset_11,gaze_11,stimulus_11,item_value_12,fixation_onset_12,gaze_12,stimulus_12,item_value_13,fixation_onset_13,gaze_13,stimulus_13,item_value_14,fixation_onset_14,gaze_14,stimulus_14,item_value_15,fixation_onset_15,gaze_15,stimulus_15
16,0,45,9271.081817,1345.7880639999996,15,1.0,1.0,0.0,25.0,9.0,16.0,0.0,5268.0,0.02480832383317538,nr58.png,0.0,3588.0,0.028691365824455008,nr51.png,0.0,1514.0,0.014237820634691957,nr91.png,1.0,4634.0,0.02135673095203793,nr97.png,0.0,5148.0,0.00841325764777252,nr76.png,-1.0,1774.0,0.0442235337895735,nr52.png,0.0,8610.0,0.015100718854976318,nr14.png,-1.0,4066.0,0.08477975014293848,nr112.png,0.0,2010.0,0.062128671860474,nr55.png,1.0,2358.0,0.04465498289971568,nr2.png,1.0,8452.0,0.002372970105781993,nr31.png,0.0,9122.0,0.016071479352796222,nr53.png,-1.0,2932.0,0.0487537494460664,nr102.png,0.0,2660.0,0.04594933023014222,nr89.png,1.0,728.0,0.038398970802654066,nr96.png,2.0,970.0,0.07658221705023703,nr100.png
16,0,48,6649.807073,1251.2097259999996,12,1.0,1.0,0.0,20.0,7.0,13.0,0.0,6649.807073,0.0,nr69.png,0.0,1882.0,0.05564071196926889,nr106.png,0.0,2324.0,0.02526389084010047,nr109.png,-1.0,6649.807073,0.0,nr19.png,0.0,2900.0,0.038798118075868575,nr113.png,1.0,422.0,0.05143006349591881,nr27.png,0.0,1650.0,0.0622574452845333,nr28.png,1.0,5140.0,0.0273692150767755,nr97.png,1.0,2564.0,0.04451256957541511,nr88.png,-1.0,3790.0,0.0866190543089159,nr84.png,0.0,76.0,0.07549091191506213,nr55.png,0.0,6649.807073,0.0,nr50.png,2.0,6130.0,0.07398710888886566,nr10.png,-1.0,884.0,0.06135516346881543,nr80.png,1.0,738.0,0.10406316941279478,nr96.png,0.0,4830.0,0.017744875709118185,nr107.png
16,0,55,7978.628181999998,1596.881019,1,1.0,1.0,0.0,25.0,10.0,15.0,0.0,6828.0,0.033589734210777634,nr54.png,1.0,1324.0,0.08698237142641672,nr46.png,1.0,2184.0,0.05364330687392847,nr20.png,1.0,1580.0,0.06467277183866144,nr31.png,0.0,1108.0,0.0719421919290536,nr58.png,1.0,5154.0,0.026320314120385463,nr114.png,1.0,2480.0,0.09224643425049382,nr9.png,-1.0,7978.628181999998,0.0,nr3.png,0.0,624.0,0.029328350019858087,nr62.png,0.0,418.0,0.04888058336643015,nr60.png,0.0,76.0,0.0857290231349698,nr124.png,0.0,3196.0,0.029328350019858087,nr107.png,0.0,4120.0,0.02130692095459776,nr57.png,1.0,3928.0,0.019050894029993288,nr2.png,0.0,3696.0,0.018800224371703905,nr109.png,0.0,3472.0,0.023061608562623456,nr91.png
16,0,61,6848.456132000001,1121.657135,2,1.0,1.0,0.0,23.0,8.0,15.0,0.0,2750.0,0.046725859643719184,nr14.png,1.0,3752.0,0.0455577131526262,nr83.png,1.0,4136.0,0.04526567652985297,nr87.png,0.0,4358.0,0.022194783330766608,nr120.png,0.0,3126.0,0.028619589031778,nr50.png,1.0,2432.0,0.08147821775373533,nr49.png,0.0,446.0,0.0624958372734744,nr89.png,0.0,658.0,0.06278787389624765,nr55.png,1.0,3366.0,0.016354050875301708,nr11.png,1.0,6848.456132000001,0.0,nr46.png,0.0,76.0,0.08907116994583969,nr41.png,0.0,908.0,0.08819506007751995,nr99.png,0.0,1670.0,0.030955882013963962,nr76.png,-1.0,2146.0,0.06395602038734062,nr52.png,0.0,1394.0,0.06220380065070116,nr60.png,-2.0,1202.0,0.02190274670799337,nr21.png
16,0,63,7014.537558,1398.177103,1,1.0,1.0,0.0,24.0,9.0,15.0,1.0,1318.0,0.10492494963700072,nr20.png,2.0,1104.0,0.0809746893937723,nr39.png,-1.0,852.0,0.08838786518334299,nr80.png,-1.0,4070.0,0.03022294744978825,nr52.png,1.0,3486.0,0.03991710040538071,nr85.png,0.0,414.0,0.05787979558780203,nr28.png,0.0,622.0,0.027086603846508336,nr62.png,0.0,4330.0,0.0427683218629079,nr50.png,0.0,3186.0,0.03193368032430457,nr41.png,0.0,2980.0,0.048470764777962284,nr69.png,0.0,76.0,0.08011932295651414,nr7.png,1.0,4692.0,0.03022294744978825,nr2.png,1.0,7014.537558,0.0,nr27.png,-1.0,2708.0,0.032789046761562725,nr84.png,1.0,2194.0,0.032789046761562725,nr96.png,1.0,2486.0,0.023950260243228425,nr46.png
16,0,70,3494.980489,1309.414173,8,1.0,1.0,0.0,12.0,2.0,10.0,0.0,3244.0,0.06580866494788606,nr65.png,0.0,3494.980489,0.0,nr14.png,0.0,608.0,0.04062969748956444,nr54.png,-3.0,3494.980489,0.0,nr94.png,1.0,880.0,0.07897039793746327,nr2.png,0.0,3494.980489,0.0,nr69.png,0.0,450.0,0.033190457104151236,nr121.png,0.0,3494.980489,0.0,nr124.png,2.0,1224.0,0.06294741864580408,nr10.png,-1.0,2754.0,0.02002872411457401,nr19.png,-2.0,3494.980489,0.0,nr30.png,1.0,2168.0,0.04120194674998084,nr20.png,1.0,3494.980489,0.0,nr88.png,1.0,1516.0,0.1052938639166177,nr87.png,1.0,1760.0,0.04120194674998084,nr85.png,1.0,1966.0,0.04749668861456125,nr44.png
16,0,76,6059.657658,1327.897535,10,1.0,1.0,0.0,22.0,10.0,12.0,0.0,1439.0,0.05742898685713179,nr28.png,1.0,1187.0,0.13961184735957902,nr46.png,1.0,1981.0,0.09142430666336496,nr11.png,2.0,2195.0,0.08746368688011451,nr39.png,-1.0,811.0,0.10198595941869956,nr80.png,0.0,6059.657658,0.0,nr106.png,0.0,6059.657658,0.0,nr120.png,0.0,3003.0,0.01980309891625234,nr60.png,0.0,3753.0,0.0349854747520458,nr1.png,-1.0,451.0,0.08020255061082199,nr102.png,2.0,4207.0,0.04884764399342244,nr15.png,0.0,3169.0,0.01914299561904393,nr18.png,1.0,4013.0,0.02211346045648178,nr9.png,-1.0,6059.657658,0.0,nr52.png,1.0,3325.0,0.02706423518554487,nr97.png,0.0,6059.657658,0.0,nr41.png
16,0,78,8618.806212000001,1340.113806,6,0.0,0.0,1.0,30.0,15.0,15.0,-1.0,3147.0,0.0336473512533826,nr3.png,0.0,2921.0,0.0408409229006575,nr65.png,-1.0,4113.0,0.011370484216660329,nr19.png,0.0,789.0,0.05662037038500245,nr8.png,0.0,6731.0,0.044089632676846166,nr18.png,-2.0,405.0,0.061493435049285436,nr56.png,0.0,547.0,0.1085997268040211,nr62.png,1.0,6057.0,0.037128111727870464,nr88.png,1.0,967.0,0.06172548574758464,nr44.png,1.0,2193.0,0.04524988616834212,nr87.png,0.0,8618.806212000001,0.0,nr120.png,0.0,1907.0,0.05569216759180569,nr99.png,0.0,5115.0,0.01902815726053361,nr93.png,0.0,5325.0,0.021580714941824702,nr76.png,-1.0,1499.0,0.04687424105643645,nr102.png,0.0,1703.0,0.057896649225648,nr58.png
16,0,85,4689.520139,1067.546378,14,1.0,1.0,0.0,15.0,3.0,12.0,0.0,3637.0,0.03283918086186941,nr51.png,0.0,3375.0,0.045633666911948416,nr18.png,-1.0,1169.0,0.1232535489490943,nr72.png,0.0,4325.0,0.03411862946687731,nr109.png,1.0,1407.0,0.07463450195879412,nr95.png,-2.0,929.0,0.10320885413730388,nr30.png,0.0,637.0,0.05288387567365983,nr91.png,0.0,4689.520139,0.0,nr92.png,1.0,1823.0,0.03369214659854135,nr9.png,1.0,419.0,0.08103174498383361,nr85.png,-3.0,4689.520139,0.0,nr94.png,0.0,4689.520139,0.0,nr41.png,0.0,4689.0,0.0,nr50.png,1.0,4689.520139,0.0,nr27.png,2.0,2327.0,0.06269298164538706,nr111.png,-2.0,2801.0,0.03113324938852555,nr21.png
16,0,86,5508.363499,1672.130054,4,0.0,0.0,1.0,20.0,6.0,14.0,-2.0,5508.363499,0.0,nr56.png,1.0,1040.0,0.10166358848715476,nr20.png,-1.0,4182.0,0.03812384568268304,nr112.png,0.0,3970.0,0.030499076546146437,nr92.png,1.0,658.0,0.15648930942129896,nr96.png,-1.0,418.0,0.034856087481310215,nr19.png,1.0,5008.0,0.031588329279937384,nr83.png,1.0,4680.0,0.05155796273277135,nr9.png,0.0,3292.0,0.02759440258937058,nr69.png,-1.0,3512.0,0.0214219704312219,nr52.png,0.0,1448.0,0.041754688128652864,nr93.png,0.0,1510.0,0.07479535438697815,nr42.png,0.0,2144.0,0.033766834747519264,nr99.png,0.0,5508.363499,0.0,nr60.png,2.0,1880.0,0.029409823812355487,nr10.png,0.0,1696.0,0.028683655323161524,nr91.png
16,0,96,1903.289966,1159.737344,7,1.0,1.0,0.0,7.0,1.0,6.0,1.0,1903.289966,0.0,nr85.png,-1.0,1903.289966,0.0,nr101.png,0.0,1851.0,0.02732111287765808,nr42.png,0.0,1625.0,0.09667470710555934,nr53.png,-1.0,1903.289966,0.0,nr102.png,2.0,1903.289966,0.0,nr39.png,1.0,1903.289966,0.0,nr114.png,2.0,681.0,0.10718282744312012,nr111.png,0.0,1903.289966,0.0,nr12.png,-1.0,403.0,0.11664013574692485,nr72.png,0.0,1183.0,0.1082336394768762,nr79.png,2.0,927.0,0.19019697810985045,nr100.png,-1.0,1903.289966,0.0,nr52.png,0.0,1903.289966,0.0,nr81.png,2.0,1903.289966,0.0,nr10.png,1.0,1903.289966,0.0,nr27.png
16,0,97,3334.43217,1415.430529,15,1.0,1.0,0.0,12.0,2.0,10.0,0.0,1758.0,0.07677469114628893,nr81.png,0.0,3334.43217,0.0,nr69.png,0.0,3334.43217,0.0,nr50.png,0.0,1520.0,0.050983193339332496,nr99.png,2.0,2144.0,0.05038339106475211,nr39.png,0.0,3334.43217,0.0,nr57.png,0.0,3334.43217,0.0,nr124.png,0.0,3334.43217,0.0,nr14.png,1.0,2356.0,0.13795452315348794,nr87.png,0.0,460.0,0.042585961495207145,nr120.png,1.0,3334.43217,0.0,nr31.png,1.0,1286.0,0.05578161153597555,nr98.png,0.0,2626.0,0.03958695012230523,nr53.png,0.0,2804.0,0.043185763769787534,nr41.png,-1.0,864.0,0.03898714784772485,nr52.png,2.0,656.0,0.10976381624820997,nr111.png
16,0,104,3396.3556180000005,1067.356787,9,1.0,1.0,1.0,12.0,4.0,8.0,-1.0,1425.0,0.06536418001208258,nr80.png,1.0,1691.0,0.05240911730698513,nr11.png,0.0,3396.3556180000005,0.0,nr45.png,0.0,1925.0,0.09657410380163553,nr69.png,1.0,3396.3556180000005,0.0,nr20.png,2.0,613.0,0.1407390902962859,nr100.png,0.0,77.0,0.09834070326142154,nr41.png,0.0,3396.3556180000005,0.0,nr121.png,0.0,3396.3556180000005,0.0,nr76.png,2.0,451.0,0.15016095408181132,nr111.png,-1.0,2591.0,0.05182025082038979,nr112.png,2.0,2351.0,0.09834070326142154,nr15.png,1.0,3396.3556180000005,0.0,nr97.png,0.0,3396.3556180000005,0.0,nr7.png,0.0,3396.3556180000005,0.0,nr113.png,-1.0,3396.3556180000005,0.0,nr125.png
16,0,110,2144.414475,1336.932462,11,1.0,1.0,1.0,5.0,0.0,5.0,0.0,2144.414475,0.0,nr121.png,0.0,1526.0,0.0923328966057273,nr45.png,0.0,2144.414475,0.0,nr76.png,0.0,2144.414475,0.0,nr79.png,-1.0,1778.0,0.0923328966057273,nr52.png,-2.0,2144.414475,0.0,nr21.png,0.0,2144.414475,0.0,nr55.png,1.0,2144.414475,0.0,nr85.png,-1.0,2144.414475,0.0,nr101.png,0.0,2144.414475,0.0,nr50.png,-1.0,468.0,0.011191866255239671,nr125.png,2.0,540.0,0.16601268278605516,nr111.png,0.0,2144.414475,0.0,nr51.png,0.0,2144.414475,0.0,nr42.png,0.0,984.0,0.0820736858717576,nr60.png,1.0,2144.414475,0.0,nr49.png
16,0,111,3071.071616,1378.680344,15,1.0,1.0,1.0,10.0,2.0,8.0,0.0,1932.0,0.05470403201434167,nr109.png,0.0,3071.071616,0.0,nr65.png,1.0,3071.071616,0.0,nr2.png,0.0,1680.0,0.061216416777953774,nr60.png,0.0,2144.0,0.07684614021062282,nr8.png,-1.0,3071.071616,0.0,nr3.png,1.0,3071.071616,0.0,nr87.png,0.0,1402.0,0.07684614021062282,nr81.png,0.0,2430.0,0.06772880154156588,nr29.png,0.0,3071.071616,0.0,nr14.png,0.0,3071.071616,0.0,nr55.png,0.0,3071.071616,0.0,nr124.png,0.0,3071.071616,0.0,nr42.png,0.0,2686.0,0.05991393982523136,nr58.png,-2.0,826.0,0.11103616021958636,nr56.png,2.0,604.0,0.1491336110867172,nr100.png
16,0,114,3285.702783,1142.478144,8,1.0,1.0,0.0,11.0,2.0,9.0,1.0,2944.0,0.07791331623923088,nr97.png,0.0,702.0,0.08339159628730179,nr89.png,0.0,3285.702783,0.0,nr29.png,-2.0,2572.0,0.06330456944437507,nr30.png,0.0,1060.0,0.05965238274566114,nr4.png,0.0,3285.702783,0.0,nr53.png,-1.0,74.0,0.08643508520289675,nr19.png,0.0,2340.0,0.05782628939630416,nr107.png,2.0,1300.0,0.08004375848014735,nr10.png,0.0,3285.702783,0.0,nr106.png,-2.0,608.0,0.08217420072106381,nr21.png,1.0,3285.702783,0.0,nr83.png,0.0,3285.702783,0.0,nr121.png,1.0,3285.702783,0.0,nr46.png,-1.0,1592.0,0.12052216105756025,nr72.png,0.0,3285.702783,0.0,nr58.png
16,0,115,4858.612886999998,1260.066289,3,1.0,1.0,0.0,16.0,3.0,13.0,-1.0,1618.0,0.033754489977748256,nr102.png,0.0,1360.0,0.04404549301974468,nr54.png,0.0,838.0,0.10990791248852176,nr48.png,2.0,4346.0,0.07533014226741379,nr10.png,-1.0,1824.0,0.0333428498560684,nr19.png,0.0,464.0,0.02428676717911155,nr121.png,0.0,76.0,0.07533014226741379,nr4.png,0.0,606.0,0.1086729921234822,nr89.png,0.0,3304.0,0.02140528632735256,nr124.png,-1.0,3070.0,0.0391058115595864,nr52.png,-1.0,2762.0,0.05227829545334181,nr3.png,0.0,4858.612886999998,0.0,nr7.png,1.0,4858.612886999998,0.0,nr31.png,0.0,4858.612886999998,0.0,nr53.png,0.0,3788.0,0.03540105046446768,nr8.png,0.0,4000.0,0.058452897278539674,nr90.png
16,0,117,3338.727321000001,1078.373277,9,1.0,1.0,0.0,11.0,2.0,9.0,0.0,1967.0,0.057506942478457036,nr79.png,0.0,3338.727321000001,0.0,nr90.png,-1.0,1417.0,0.07607689265379212,nr80.png,0.0,1719.0,0.05331372792273622,nr113.png,-1.0,2209.0,0.04313020685884278,nr101.png,0.0,417.0,0.07368077005052309,nr14.png,1.0,75.0,0.21295539636553626,nr96.png,0.0,2935.0,0.03474377774740113,nr107.png,0.0,3338.727321000001,0.0,nr91.png,2.0,705.0,0.09105265892422364,nr111.png,1.0,3338.727321000001,0.0,nr11.png,0.0,3338.727321000001,0.0,nr109.png,2.0,3338.727321000001,0.0,nr39.png,0.0,3338.727321000001,0.0,nr54.png,0.0,2595.0,0.07607689265379212,nr12.png,1.0,3338.727321000001,0.0,nr49.png
16,0,121,1383.030672,1226.4252689999996,5,1.0,1.0,0.0,4.0,0.0,4.0,0.0,1383.030672,0.0,nr12.png,1.0,842.0,0.16051704744838804,nr95.png,-1.0,1112.0,0.07375107585466477,nr80.png,0.0,1383.030672,0.0,nr51.png,0.0,1383.030672,0.0,nr120.png,3.0,598.0,0.14750215170932954,nr75.png,0.0,434.0,0.08676597159372328,nr121.png,1.0,1383.030672,0.0,nr27.png,0.0,1383.030672,0.0,nr54.png,0.0,1383.030672,0.0,nr55.png,2.0,1383.030672,0.0,nr10.png,2.0,1383.030672,0.0,nr39.png,0.0,1383.030672,0.0,nr14.png,1.0,1383.030672,0.0,nr20.png,0.0,1383.030672,0.0,nr18.png,2.0,1383.030672,0.0,nr63.png
16,0,122,1859.529404,1313.172952,4,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1859.529404,0.0,nr107.png,0.0,1859.529404,0.0,nr89.png,0.0,1859.529404,0.0,nr55.png,0.0,1859.529404,0.0,nr57.png,3.0,1575.0,0.15272681324053966,nr75.png,0.0,1859.529404,0.0,nr76.png,1.0,1859.529404,0.0,nr49.png,1.0,1859.529404,0.0,nr85.png,0.0,1231.0,0.15165127230222594,nr48.png,0.0,431.0,0.07959002943521079,nr28.png,0.0,861.0,0.06668353817544688,nr79.png,2.0,1859.529404,0.0,nr15.png,2.0,1859.529404,0.0,nr63.png,2.0,1859.529404,0.0,nr10.png,1.0,1029.0,0.07743894755858348,nr44.png,1.0,1859.529404,0.0,nr2.png
16,0,132,5769.258086000003,1151.716777,1,1.0,1.0,0.0,16.0,2.0,14.0,0.0,1570.0,0.07661297057806818,nr48.png,2.0,1402.0,0.09637287701675544,nr10.png,0.0,5769.258086000003,0.0,nr18.png,0.0,900.0,0.04957309860933823,nr99.png,0.0,2054.0,0.04402645820549619,nr45.png,0.0,4448.0,0.07522631047710766,nr107.png,1.0,76.0,0.10434617259727837,nr96.png,-1.0,656.0,0.035359832574493,nr80.png,0.0,2360.0,0.06066637941702231,nr76.png,1.0,2962.0,0.03847981780165415,nr46.png,0.0,3240.0,0.03778648775117389,nr55.png,-1.0,5769.258086000003,0.0,nr52.png,-3.0,2752.0,0.028079867044450323,nr94.png,0.0,4070.0,0.0568530641393809,nr91.png,0.0,3786.0,0.04125313800357517,nr4.png,0.0,3504.0,0.04263979810453568,nr58.png
