setsize,subject,trial,rt,rt_choice_indication,choice,best_chosen,best_seen_chosen,longest_chosen,gaze_count,returning_gaze_count,seen_items_count,item_value_0,gaze_onset_0,cumulative_gaze_0,stimulus_0,item_value_1,gaze_onset_1,cumulative_gaze_1,stimulus_1,item_value_2,gaze_onset_2,cumulative_gaze_2,stimulus_2,item_value_3,gaze_onset_3,cumulative_gaze_3,stimulus_3,item_value_4,gaze_onset_4,cumulative_gaze_4,stimulus_4,item_value_5,gaze_onset_5,cumulative_gaze_5,stimulus_5,item_value_6,gaze_onset_6,cumulative_gaze_6,stimulus_6,item_value_7,gaze_onset_7,cumulative_gaze_7,stimulus_7,item_value_8,gaze_onset_8,cumulative_gaze_8,stimulus_8,item_value_9,gaze_onset_9,cumulative_gaze_9,stimulus_9,item_value_10,gaze_onset_10,cumulative_gaze_10,stimulus_10,item_value_11,gaze_onset_11,cumulative_gaze_11,stimulus_11,item_value_12,gaze_onset_12,cumulative_gaze_12,stimulus_12,item_value_13,gaze_onset_13,cumulative_gaze_13,stimulus_13,item_value_14,gaze_onset_14,cumulative_gaze_14,stimulus_14,item_value_15,gaze_onset_15,cumulative_gaze_15,stimulus_15,item_value_16,gaze_onset_16,cumulative_gaze_16,stimulus_16,item_value_17,gaze_onset_17,cumulative_gaze_17,stimulus_17,item_value_18,gaze_onset_18,cumulative_gaze_18,stimulus_18,item_value_19,gaze_onset_19,cumulative_gaze_19,stimulus_19,item_value_20,gaze_onset_20,cumulative_gaze_20,stimulus_20,item_value_21,gaze_onset_21,cumulative_gaze_21,stimulus_21,item_value_22,gaze_onset_22,cumulative_gaze_22,stimulus_22,item_value_23,gaze_onset_23,cumulative_gaze_23,stimulus_23,item_value_24,gaze_onset_24,cumulative_gaze_24,stimulus_24,seen_items_count_new
25,0,49,3949.793343,1174.7352460000004,4,1.0,1.0,1.0,13.0,1.0,12.0,1.0,1947.0,0.035951247994191575,nr95.png,0.0,3949.0,0.0,nr107.png,-1.0,1741.0,0.03898938162750354,nr3.png,1.0,993.0,0.04000209283860754,nr97.png,3.0,1193.0,0.12203170093803055,nr75.png,0.0,3949.0,0.0,nr7.png,0.0,3949.0,0.0,nr4.png,0.0,3949.0,0.0,nr124.png,-1.0,3949.0,0.0,nr52.png,0.0,3795.0,0.03898938162750354,nr8.png,-2.0,3949.0,0.0,nr30.png,-1.0,481.0,0.02936862512201565,nr125.png,0.0,75.0,0.09722027626598287,nr51.png,1.0,3949.0,0.0,nr44.png,0.0,3567.0,0.04759742692188744,nr106.png,0.0,2295.0,0.035444892388639584,nr121.png,1.0,3949.0,0.0,nr46.png,1.0,3949.0,0.0,nr85.png,0.0,3949.0,0.0,nr109.png,0.0,3949.0,0.0,nr14.png,0.0,3949.0,0.0,nr99.png,0.0,3949.0,0.0,nr50.png,0.0,2953.0,0.07899147446611107,nr79.png,-3.0,2731.0,0.04506564889412746,nr94.png,2.0,2513.0,0.04911649373854342,nr39.png,12.0
25,0,50,6788.27365,1606.479586,23,1.0,1.0,0.0,24.0,6.0,18.0,0.0,6788.0,0.0,nr41.png,1.0,3327.0,0.032114203292320134,nr85.png,0.0,3591.0,0.02357005746225331,nr65.png,0.0,6788.0,0.0,nr93.png,0.0,6788.0,0.0,nr69.png,0.0,6788.0,0.0,nr120.png,1.0,3085.0,0.028284068954703968,nr49.png,1.0,4391.0,0.026516314645034973,nr20.png,-1.0,3803.0,0.048907869234175616,nr112.png,0.0,6788.0,0.0,nr14.png,0.0,941.0,0.022391554589140644,nr91.png,0.0,2869.0,0.02474856033536597,nr28.png,-2.0,75.0,0.059219769373911435,nr21.png,1.0,521.0,0.09162859838450974,nr44.png,1.0,6788.0,0.0,nr11.png,0.0,1163.0,0.034176583320267295,nr76.png,0.0,2585.0,0.02504318605364414,nr99.png,0.0,5535.0,0.03653358906649263,nr7.png,-3.0,5281.0,0.030935700419207467,nr94.png,0.0,6788.0,0.0,nr124.png,0.0,1313.0,0.06540690945775292,nr109.png,0.0,6715.0,0.010753838717153071,nr81.png,-1.0,2219.0,0.03506046047510178,nr102.png,2.0,1959.0,0.0306410747009293,nr10.png,1.0,1581.0,0.04743474064278478,nr96.png,18.0
25,0,53,7598.4250150000025,1131.868104,0,1.0,1.0,0.0,27.0,8.0,19.0,2.0,5460.0,0.057117099812558976,nr15.png,0.0,5242.0,0.023425907296395158,nr99.png,-1.0,7598.0,0.0,nr112.png,0.0,7598.0,0.0,nr69.png,1.0,2898.0,0.03974507867141201,nr44.png,-2.0,5838.0,0.02132020776413493,nr21.png,-1.0,7598.0,0.0,nr52.png,2.0,3260.0,0.05132642609884333,nr100.png,0.0,7598.0,0.0,nr50.png,1.0,2544.0,0.04027150355447708,nr2.png,0.0,4148.0,0.046851814592790315,nr28.png,1.0,496.0,0.05080000121577827,nr49.png,1.0,76.0,0.09449326651017824,nr96.png,0.0,1882.0,0.02447875706252528,nr91.png,1.0,2212.0,0.010265285219768666,nr31.png,0.0,4564.0,0.010791710102833724,nr113.png,-1.0,4872.0,0.009738860336703606,nr72.png,-1.0,7598.0,0.0,nr125.png,-1.0,7598.0,0.0,nr84.png,1.0,994.0,0.05001036389118068,nr87.png,0.0,6224.0,0.02316269485486263,nr54.png,0.0,7142.0,0.03948186622987948,nr4.png,1.0,1438.0,0.04895751412505056,nr88.png,1.0,722.0,0.07422590851217344,nr46.png,0.0,6710.0,0.02053057043953733,nr124.png,19.0
25,0,66,4263.622004,1535.02558,15,1.0,1.0,0.0,15.0,0.0,15.0,-2.0,2732.0,0.037526778839656265,nr21.png,1.0,2026.0,0.06661003244038986,nr9.png,-1.0,4263.0,0.0,nr125.png,0.0,1836.0,0.03424318569118633,nr65.png,-1.0,1632.0,0.037526778839656265,nr102.png,0.0,2386.0,0.0717699645308426,nr45.png,0.0,3088.0,0.0290832536007336,nr106.png,1.0,3260.0,0.05347565984651017,nr97.png,1.0,4263.0,0.0,nr87.png,-3.0,1434.0,0.038464948310647666,nr94.png,0.0,3540.0,0.09850779445409767,nr92.png,1.0,4263.0,0.0,nr114.png,-1.0,76.0,0.0872497608022008,nr101.png,-2.0,4263.0,0.0,nr30.png,1.0,1136.0,0.06051193087894571,nr44.png,3.0,4002.0,0.05887013430471075,nr75.png,0.0,4263.0,0.0,nr121.png,0.0,4263.0,0.0,nr50.png,0.0,506.0,0.031897762013707816,nr8.png,0.0,916.0,0.0436248804011004,nr60.png,2.0,4263.0,0.0,nr39.png,1.0,4263.0,0.0,nr85.png,1.0,4263.0,0.0,nr31.png,-1.0,680.0,0.04503213460758751,nr72.png,0.0,4263.0,0.0,nr7.png,15.0
25,0,67,1636.160689,1438.8913769999995,6,1.0,1.0,1.0,5.0,0.0,5.0,-1.0,1636.0,0.0,nr3.png,1.0,1488.0,0.09045566306232164,nr97.png,1.0,1636.0,0.0,nr49.png,0.0,1636.0,0.0,nr60.png,0.0,1636.0,0.0,nr120.png,0.0,780.0,0.14424011136964798,nr81.png,3.0,1054.0,0.2408076435578021,nr75.png,0.0,1636.0,0.0,nr50.png,1.0,512.0,0.12468213016698385,nr96.png,0.0,1636.0,0.0,nr74.png,1.0,1636.0,0.0,nr44.png,1.0,1636.0,0.0,nr20.png,-1.0,76.0,0.23836289590746915,nr52.png,0.0,1636.0,0.0,nr91.png,-1.0,1636.0,0.0,nr101.png,0.0,1636.0,0.0,nr90.png,0.0,1636.0,0.0,nr1.png,-2.0,1636.0,0.0,nr30.png,0.0,1636.0,0.0,nr29.png,-1.0,1636.0,0.0,nr72.png,1.0,1636.0,0.0,nr11.png,0.0,1636.0,0.0,nr93.png,0.0,1636.0,0.0,nr14.png,1.0,1636.0,0.0,nr85.png,0.0,1636.0,0.0,nr48.png,5.0
25,0,68,7394.44078,1197.701425,11,0.0,0.0,1.0,25.0,3.0,22.0,0.0,7041.0,0.02001503621481434,nr42.png,0.0,1433.0,0.040571019354353394,nr74.png,1.0,1243.0,0.01947408929008964,nr49.png,1.0,1061.0,0.018933142365364915,nr83.png,0.0,7394.0,0.0,nr76.png,0.0,4663.0,0.025965452386786173,nr1.png,-1.0,577.0,0.03083397470930858,nr80.png,1.0,6381.0,0.02731781969859795,nr31.png,1.0,6203.0,0.018933142365364915,nr9.png,-1.0,869.0,0.020285509677176697,nr3.png,0.0,4391.0,0.03164539509639565,nr18.png,1.0,441.0,0.09682949952572344,nr87.png,0.0,75.0,0.043816700902701664,nr124.png,1.0,6009.0,0.020285509677176697,nr88.png,0.0,5747.0,0.02921113393513444,nr7.png,1.0,7394.0,0.0,nr27.png,0.0,1743.0,0.06951167982712549,nr106.png,1.0,2781.0,0.024883558537336748,nr85.png,0.0,2431.0,0.04165291320380282,nr55.png,1.0,3861.0,0.022990244300800256,nr98.png,0.0,2043.0,0.0386777051178169,nr93.png,0.0,7394.0,0.0,nr60.png,1.0,3001.0,0.0251540319996991,nr97.png,2.0,3233.0,0.0183921954406402,nr63.png,0.0,3601.0,0.02921113393513444,nr14.png,22.0
25,0,71,9681.249992,1758.8931350000007,19,1.0,1.0,0.0,34.0,12.0,22.0,0.0,5526.0,0.018799225322183997,nr92.png,0.0,5360.0,0.013014848299973536,nr14.png,0.0,5764.0,0.02003873468408624,nr74.png,1.0,6002.0,0.02768237574915006,nr83.png,-2.0,7188.0,0.023344092982492216,nr56.png,1.0,896.0,0.02396384766344333,nr98.png,0.0,7490.0,0.07085861852207814,nr76.png,0.0,6478.0,0.016526791492029888,nr51.png,1.0,666.0,0.05205939319989415,nr46.png,0.0,1152.0,0.04586184639038294,nr89.png,1.0,9681.0,0.0,nr114.png,0.0,446.0,0.06528082639351805,nr12.png,0.0,74.0,0.03387992255866127,nr53.png,0.0,9681.0,0.0,nr50.png,0.0,9516.0,0.016320206598379513,nr79.png,0.0,1618.0,0.04028405426182285,nr91.png,0.0,1458.0,0.05267914788084527,nr4.png,0.0,3480.0,0.0508198838379919,nr109.png,0.0,2138.0,0.01714654617298101,nr1.png,2.0,2360.0,0.05226597809354452,nr39.png,-2.0,4920.0,0.02003873468408624,nr30.png,0.0,4136.0,0.0266494512808982,nr48.png,-1.0,9681.0,0.0,nr101.png,0.0,2560.0,0.02313750808884184,nr99.png,0.0,3264.0,0.016939961279330642,nr107.png,22.0
25,0,74,3332.979922,1470.4853919999994,7,1.0,1.0,0.0,9.0,1.0,8.0,-1.0,3332.0,0.0,nr125.png,1.0,3332.0,0.0,nr97.png,0.0,3332.0,0.0,nr74.png,0.0,1215.0,0.05820617121617332,nr12.png,0.0,3332.0,0.0,nr65.png,0.0,3332.0,0.0,nr81.png,0.0,3332.0,0.0,nr50.png,2.0,479.0,0.08340884328915557,nr111.png,-3.0,3332.0,0.0,nr94.png,2.0,1457.0,0.10681132449978196,nr15.png,-1.0,3271.0,0.0150015905196323,nr80.png,-1.0,3332.0,0.0,nr101.png,0.0,75.0,0.1506159688171083,nr93.png,0.0,3332.0,0.0,nr53.png,0.0,3332.0,0.0,nr14.png,0.0,3332.0,0.0,nr55.png,0.0,3332.0,0.0,nr60.png,0.0,3332.0,0.0,nr121.png,0.0,3332.0,0.0,nr107.png,1.0,3332.0,0.0,nr20.png,2.0,3332.0,0.0,nr39.png,0.0,2143.0,0.0600063620785292,nr54.png,0.0,3332.0,0.0,nr51.png,1.0,2575.0,0.040804326213399855,nr2.png,1.0,2749.0,0.038404071730258685,nr46.png,8.0
25,0,81,4816.264152000002,1094.1673970000004,16,1.0,1.0,0.0,17.0,3.0,14.0,0.0,1717.0,0.040280182705394116,nr12.png,1.0,3809.0,0.077238288486632,nr88.png,0.0,4047.0,0.035712326934679316,nr42.png,0.0,4261.0,0.038619144243316,nr69.png,-3.0,4816.0,0.0,nr94.png,0.0,4816.0,0.0,nr81.png,1.0,1271.0,0.05356849040201896,nr9.png,-1.0,557.0,0.07350095194695626,nr80.png,1.0,2387.0,0.036958105781237885,nr20.png,1.0,4816.0,0.0,nr97.png,-1.0,4816.0,0.0,nr19.png,-1.0,1557.0,0.02408505770013256,nr102.png,0.0,75.0,0.04111070193643316,nr91.png,-1.0,4816.0,0.0,nr101.png,1.0,2875.0,0.0340512884726012,nr85.png,0.0,775.0,0.08429770195046396,nr60.png,2.0,973.0,0.05232271155546039,nr10.png,-2.0,4816.0,0.0,nr21.png,0.0,4816.0,0.0,nr113.png,0.0,4816.0,0.0,nr93.png,1.0,4816.0,0.0,nr27.png,0.0,3331.0,0.02906817308636688,nr14.png,0.0,3097.0,0.03737336539675742,nr29.png,0.0,4816.0,0.0,nr18.png,0.0,4816.0,0.0,nr121.png,14.0
25,0,87,6838.012906,1434.5875640000006,22,1.0,1.0,0.0,23.0,6.0,17.0,0.0,3415.0,0.02222867989421721,nr28.png,-2.0,3139.0,0.03422046773188702,nr56.png,1.0,3719.0,0.027785849867771512,nr20.png,0.0,4273.0,0.02837081512814565,nr113.png,0.0,4507.0,0.038900189814880116,nr99.png,1.0,6838.0,0.0,nr9.png,1.0,6838.0,0.0,nr31.png,0.0,483.0,0.0353903982526353,nr81.png,0.0,6838.0,0.0,nr60.png,1.0,6838.0,0.0,nr2.png,0.0,2829.0,0.030418193539455133,nr74.png,1.0,6838.0,0.0,nr98.png,0.0,81.0,0.05293935606385941,nr41.png,0.0,5009.0,0.023106127784778416,nr65.png,0.0,675.0,0.021936197264030143,nr89.png,1.0,1361.0,0.15384586347839807,nr87.png,-1.0,6838.0,0.0,nr3.png,1.0,5445.0,0.04621225556955683,nr11.png,-1.0,5207.0,0.028955780388519783,nr112.png,1.0,855.0,0.026615919347023242,nr44.png,0.0,1561.0,0.038315224554505985,nr12.png,0.0,1101.0,0.026030954086649103,nr53.png,2.0,5817.0,0.08730606511083996,nr111.png,1.0,6838.0,0.0,nr27.png,-3.0,6838.0,0.0,nr94.png,17.0
